"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_014873915.1_NZ_JADBEJ010000005.1.region002"	"GCF_014873915.1"	"NZ_JADBEJ010000005.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"418343..481134"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis roodepoortensis"	667.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.2	309.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_014873915.1_NZ_JADBEJ010000005.1.region003"	"GCF_014873915.1"	"NZ_JADBEJ010000005.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"561295..620453"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis roodepoortensis"	NA	NA	448.1	355.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.4	265.2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_017875555.1_NZ_JAGGMS010000001.1.region008"	"GCF_017875555.1"	"NZ_JAGGMS010000001.1"	"region008"	TRUE	TRUE	FALSE	TRUE	"2883048..2984368"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis magusensis"	649.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.6	296.9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_017875555.1_NZ_JAGGMS010000001.1.region033"	"GCF_017875555.1"	"NZ_JAGGMS010000001.1"	"region033"	TRUE	TRUE	FALSE	TRUE	"6828184..6887644"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis magusensis"	NA	NA	451.8	356.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	261	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018885265.1_NZ_CP076538.1.region015"	"GCF_018885265.1"	"NZ_CP076538.1"	"region015"	TRUE	TRUE	FALSE	TRUE	"3290761..3500752"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis aidingensis"	NA	NA	437.6	309.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	276.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018885265.1_NZ_CP076538.1.region020"	"GCF_018885265.1"	"NZ_CP076538.1"	"region020"	TRUE	TRUE	FALSE	TRUE	"4081899..4139680"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis aidingensis"	644.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.2	296.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_021391495.1_NZ_CP090063.1.region001"	"GCF_021391495.1"	"NZ_CP090063.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"523932..594083"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis acidiphila"	627.9	NA	NA	NA	NA	574.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.1	311.9	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_900105055.1_NZ_FNTA01000004.1.region001"	"GCF_900105055.1"	"NZ_FNTA01000004.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"31231..94501"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis lurida"	667.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.1	309	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900105055.1_NZ_FNTA01000004.1.region003"	"GCF_900105055.1"	"NZ_FNTA01000004.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"170272..228635"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis lurida"	NA	NA	451.6	355.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.3	265.9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900105055.1_NZ_FNTA01000004.1.region023"	"GCF_900105055.1"	"NZ_FNTA01000004.1"	"region023"	TRUE	TRUE	FALSE	TRUE	"6022863..6156993"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis lurida"	NA	NA	NA	NA	NA	510.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900105945.1_NZ_FNSO01000004.1.region013"	"GCF_900105945.1"	"NZ_FNSO01000004.1"	"region013"	TRUE	TRUE	FALSE	TRUE	"3051845..3114827"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis tolypomycina"	638.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.5	308.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900107045.1_NZ_FNON01000001.1.region004"	"GCF_900107045.1"	"NZ_FNON01000001.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"620691..695263"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis xylanica"	639.4	NA	NA	NA	NA	584.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.6	300.3	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_900111885.1_NZ_FOKG01000026.1.region001"	"GCF_900111885.1"	"NZ_FOKG01000026.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"11657..69812"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis marina"	643.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.9	305.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900113515.1_NZ_FOPQ01000011.1.region001"	"GCF_900113515.1"	"NZ_FOPQ01000011.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"85093..143505"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis regifaucium"	NA	NA	444.5	356.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.9	262.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900113515.1_NZ_FOPQ01000011.1.region002"	"GCF_900113515.1"	"NZ_FOPQ01000011.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"211942..275657"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis regifaucium"	659.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.1	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900114035.1_NZ_FORP01000003.1.region001"	"GCF_900114035.1"	"NZ_FORP01000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"238730..311007"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis sacchari"	618.5	NA	NA	NA	NA	580.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	310.7	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_900115565.1_NZ_FOWW01000010.1.region001"	"GCF_900115565.1"	"NZ_FOWW01000010.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"61803..119866"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis arida"	665.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.2	292.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900119165.1_NZ_FPJG01000006.1.region012"	"GCF_900119165.1"	"NZ_FPJG01000006.1"	"region012"	TRUE	TRUE	FALSE	TRUE	"5178510..5241504"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis australiensis"	644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	300.8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_902497555.1_NZ_CABVGP010000004.1.region001"	"GCF_902497555.1"	"NZ_CABVGP010000004.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"348175..411166"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis"	"Amycolatopsis camponoti"	645.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.6	309.9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000400635.2_NC_021252.1.region012"	"GCF_000400635.2"	"NC_021252.1"	"region012"	TRUE	TRUE	FALSE	TRUE	"3852129..3910910"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis japonica group"	"Amycolatopsis keratiniphila"	NA	NA	445.7	357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.5	265.4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000400635.2_NC_021252.1.region014"	"GCF_000400635.2"	"NC_021252.1"	"region014"	TRUE	TRUE	FALSE	TRUE	"4009988..4073589"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis japonica group"	"Amycolatopsis keratiniphila"	665.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.5	308.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000732925.1_NZ_CP008953.1.region015"	"GCF_000732925.1"	"NZ_CP008953.1"	"region015"	TRUE	TRUE	FALSE	TRUE	"4379512..4441441"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis japonica group"	"Amycolatopsis japonica"	667.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.4	308	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000732925.1_NZ_CP008953.1.region016"	"GCF_000732925.1"	"NZ_CP008953.1"	"region016"	TRUE	TRUE	FALSE	TRUE	"4530445..4589590"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis japonica group"	"Amycolatopsis japonica"	NA	NA	445.8	355.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.5	264.9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000371885.1_NZ_AQUL01000001.1.region013"	"GCF_000371885.1"	"NZ_AQUL01000001.1"	"region013"	TRUE	TRUE	FALSE	TRUE	"5451791..5522725"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis methanolica group"	"Amycolatopsis methanolica 239"	636.9	NA	NA	NA	NA	569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.8	300.9	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_003752125.1_NZ_RKHY01000001.1.region007"	"GCF_003752125.1"	"NZ_RKHY01000001.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"2858275..2947001"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_Amycolatopsis methanolica group"	"Amycolatopsis thermoflava"	634.8	NA	NA	NA	NA	572.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.3	301.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_014204915.1_NZ_JACHMH010000001.1.region012"	"GCF_014204915.1"	"NZ_JACHMH010000001.1"	"region012"	TRUE	TRUE	FALSE	TRUE	"3800041..3885662"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Crossiella"	"Crossiella cryophila"	575	NA	NA	NA	NA	551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.6	310.7	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_017876755.1_NZ_JAGIOO010000001.1.region017"	"GCF_017876755.1"	"NZ_JAGIOO010000001.1"	"region017"	TRUE	TRUE	FALSE	TRUE	"2310531..2386541"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Crossiella"	"Crossiella equi"	566.3	NA	NA	NA	NA	537.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.3	301.4	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_014137975.1_NZ_JACGWZ010000003.1.region001"	"GCF_014137975.1"	"NZ_JACGWZ010000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"219410..280746"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Halosaccharopolyspora"	"Halosaccharopolyspora lacisalsi"	611.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_004216555.1_NZ_SGWQ01000002.1.region001"	"GCF_004216555.1"	"NZ_SGWQ01000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"79896..144108"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Herbihabitans"	"Herbihabitans rhizosphaerae"	649.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	285.6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_001302585.1_NZ_CP012752.1.region018"	"GCF_001302585.1"	"NZ_CP012752.1"	"region018"	TRUE	TRUE	FALSE	TRUE	"3928928..4015542"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium"	"Kibdelosporangium phytohabitans"	NA	NA	407.8	355.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.5	305.5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_017876405.1_NZ_JAGINW010000001.1.region028"	"GCF_017876405.1"	"NZ_JAGINW010000001.1"	"region028"	TRUE	TRUE	FALSE	TRUE	"8766014..8827223"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium"	"Kibdelosporangium banguiense"	613.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.3	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900176515.1_NZ_FWXV01000001.1.region010"	"GCF_900176515.1"	"NZ_FWXV01000001.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"2031322..2091152"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium"	"Kibdelosporangium aridum"	NA	NA	NA	NA	NA	516.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900176515.1_NZ_FWXV01000010.1.region001"	"GCF_900176515.1"	"NZ_FWXV01000010.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"234094..292908"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium"	"Kibdelosporangium aridum"	630.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.7	311.6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000525635.1_NZ_CP007155.1.region029"	"GCF_000525635.1"	"NZ_CP007155.1"	"region029"	TRUE	TRUE	FALSE	TRUE	"5342239..5424345"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria"	"Kutzneria albida DSM 43870"	NA	NA	427.4	363.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.8	288	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014203355.1_NZ_JACHIR010000001.1.region002"	"GCF_014203355.1"	"NZ_JACHIR010000001.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"206730..269315"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria"	"Kutzneria kofuensis"	648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.4	307.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_003148865.1_NZ_QGHB01000011.1.region001"	"GCF_003148865.1"	"NZ_QGHB01000011.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"79831..162938"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea atacamensis"	NA	NA	NA	NA	NA	579.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	299.9	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_003265345.1_NZ_QFWW01000013.1.region001"	"GCF_003265345.1"	"NZ_QFWW01000013.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"255352..348162"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea terrae"	NA	NA	NA	NA	NA	580.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120.8	296.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_014646255.1_NZ_BMNC01000005.1.region001"	"GCF_014646255.1"	"NZ_BMNC01000005.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"358528..428069"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea pudingi"	NA	NA	NA	NA	NA	576.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.5	298.2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_014648475.1_NZ_BMRE01000003.1.region001"	"GCF_014648475.1"	"NZ_BMRE01000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"1295..82086"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea flava"	NA	NA	NA	NA	NA	441.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.2	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_014648475.1_NZ_BMRE01000005.1.region001"	"GCF_014648475.1"	"NZ_BMRE01000005.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"781..80858"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea flava"	586.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900100955.1_NZ_FNCC01000001.1.region003"	"GCF_900100955.1"	"NZ_FNCC01000001.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"591119..684543"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea fradiae"	NA	NA	NA	NA	NA	533.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.1	298.7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900115955.1_NZ_FOYL01000017.1.region001"	"GCF_900115955.1"	"NZ_FOYL01000017.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"26561..96183"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea"	"Lentzea waywayandensis"	584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_014645795.1_NZ_BMMK01000007.1.region001"	"GCF_014645795.1"	"NZ_BMMK01000007.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"353..110083"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Longimycelium"	"Longimycelium tulufanense"	618.9	NA	461.6	340.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.7	268.1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_014645795.1_NZ_BMMK01000008.1.region001"	"GCF_014645795.1"	"NZ_BMMK01000008.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"47693..104472"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Longimycelium"	"Longimycelium tulufanense"	647.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.5	294.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002240355.1_NZ_CP016353.1.region001"	"GCF_002240355.1"	"NZ_CP016353.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"401455..456112"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Prauserella"	"Prauserella marina"	620.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.9	301.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_002240355.1_NZ_CP016353.1.region012"	"GCF_002240355.1"	"NZ_CP016353.1"	"region012"	TRUE	TRUE	FALSE	TRUE	"4758401..4817445"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Prauserella"	"Prauserella marina"	NA	NA	446.2	329.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.1	294.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003001955.1_NZ_PVNH01000009.1.region001"	"GCF_003001955.1"	"NZ_PVNH01000009.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"135713..191618"	FALSE	"Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Prauserella"	"Prauserella shujinwangii"	652.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.1	308.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
