ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number"
1838,,"DSM 20660, ATCC 35514, NCDO 2286, CCUG 30540, NCTC 11083, JCM 2593, BCRC 12215, CCM 4098, CECT 4162, CGMCC 1.1929, CIP 102110, IFO 14811, IMET 10998, KCTC 3090, LMG 21455, NBRC 14811, NCIMB 702286, VKM Ac-2108, VTT E-032416",1,"Brevibacterium epidermidis",GCA_001570805
1840,,"DSM 20626, ATCC 49514, NCDO 613, JCM 2591, BCRC 12216, CCM 4116, CCUG 23893, CCUG 757, CGMCC 1.1928, IFO 15230, IMET 10995, KCTC 3083, LMG 21453, NBRC 15230, NCIMB 700613, NRRL B-1717, VKM Ac-2106",1,"Brevibacterium iodinum",GCA_900169265
134750,,"CIP 59.15, ATCC 9897, CCTM La 2749, NCIMB 8179, NCDO 753, NCTC 9742, NCIMB 419",0,"Brevibacterium iodinum",GCA_900445875
130226,SJ5-8,"DSM 29217, JCM 18571, KACC 16911",1,"Brevibacterium jeotgali",GCA_007828155
,,,,,GCA_900169175
1842,56b,"DSM 20425, ATCC 9172, NCIB 9909, CCUG 47677, CIP 101125, IMET 11075, JCM 1327, NCIMB 9909, BCRC 10631, CECT 69, CGMCC 1.1890, HAMBI 2038, IAM 12437, IFO 12142, IMSNU 12001, KCTC 9099, LMG 21451, MTCC 268, NBRC 12142, NRRL B-4210, VKM Ac-2112, VTT E-94529",1,"Brevibacterium linens",GCA_008868375
,,,,,GCA_900169165
1841,,"DSM 20158, ATCC 19391, IAM 13190, NCIB 11438, KY 3469, JCM 6200, BCRC 10041, CCM 47, CECT 75, IAM 12347, IMET 10776, KCTC 1843, NCIMB 11438",0,"Brevibacterium linens",GCA_003999335
1856,CF87,"DSM 15022, CCUG 46604, CIP 108129, JCM 12367, CCM 7149",1,"Brevibacterium luteolum",GCA_013004595
,,,,,GCA_016907415
1867,HFW-26,"DSM 18964, JBRI 2001, KCTC 19221, JCM 15618",1,"Brevibacterium marinum",GCA_011927955
1848,"E2cr, 669","DSM 9583, ATCC 49030, CCUG 37313, JCM 11682, CIP 104342",1,"Brevibacterium mcbrellneri",GCA_000178455
1866,BBH7,"DSM 21578, IAM 15353, JCM 21798, LMG 23457, BCRC 16991, NCIMB 14558",1,"Brevibacterium oceani",GCA_013623835
162318,,"JCM 18882, KCTC 33090, NCCP 602",0,"Brevibacterium pakistanensis",GCA_001313665
1851,CF62,"CCUG 45688, DSM 13657, LMG 19814, JCM 11567, ATCC BAA 616, IFM 10521",1,"Brevibacterium paucivorans",GCA_016907735
1869,20,"DSM 21258, CCUG 56047, JCM 19110",1,"Brevibacterium ravenspurgense",GCA_001584615
1843,5401308,"DSM 23039, CCUG 53855, CIP 109422, CSUR P26, JCM 18108",0,"Brevibacterium ravenspurgense",GCA_000285915
,,,,,GCA_001584405
1871,01-Je-003,"DSM 22082, CCM 7649, CCUG 57423, JCM 30489",1,"Brevibacterium sandarakinum",GCA_900105045
133018,FXJ8.269,"DSM 102229, CGMCC 1.15472, JCM 32488",1,"Brevibacterium sediminis",GCA_013623905
,,,,,GCA_014643055
22939,JC43,"DSM 25783, CSUR P155, JCM 30545",1,"Brevibacterium senegalense",GCA_000285835
22937,MB18,"DSM 23676, LMG 25772, JCM 30994",1,"Brevibacterium siliguriense",GCA_900105315
22938,MN-6-a,"DSM 24850, JCM 17779",1,"Brevibacterium yomogidense",GCA_016107685
133971,DC2c-G4,"NBRC 108608, CIP 110457",1,"Brevifollis gellanilyticus",GCA_007992435
132259,22DY15,"DSM 27767, CGMCC 1.12416, JCM 19489, MCCC 1K00276",1,"Brevirhabdus pacifica",GCA_002094875
,,,,,GCA_002797755
133873,TAR-001,"JCM 18150, CECT 8073",1,"Brevundimonas abyssalis",GCA_000466985
2308,,"CCUG 45019, LMG 18360, DSM 4736, ATCC 15265, CB 88",1,"Brevundimonas alba",GCA_011927945
2309,CB-R,"DSM 4731, ATCC 15266, CCUG 45020, LMG 18359",1,"Brevundimonas aurantiaca",GCA_014199955
2318,EMB102,"DSM 17977, KCTC 12609",1,"Brevundimonas aveniformis",GCA_000428765
2303,,"DSM 4726, ATCC 15254, CB 7",1,"Brevundimonas bacteroides",GCA_000701445
2321,J22,"DSM 25335, JCM 15911, KCTC 22177",1,"Brevundimonas basaltis",GCA_014202075
2298,"Pickett K-248","DSM 7234, ATCC 11568, CCEB 513, CCEB 516, CCM 2657, CCTM 1850, CCUG 1187, CCUG 1256, CCUG 1427, CECT 317, CIP 63.27, CNCTC Ps170/79, HNCMB 173005, IAM 1513, IMET 10409, JCM 2788, LMG 2088, LMG 2089, NCIB 9393, NCTC 8545, NRRL B-1496, USCC 1337, VKM B-893, AJ 2067, Hugh 342, Komagata KS 0016, BCRC 11894, CGMCC 1.1798, IAM 12691, IFO 12697, KCTC 12488, LMG 1793, NBRC 12697, NCIMB 9393, VKM B-1297",1,"Brevundimonas diminuta",GCA_000204035
,,,,,GCA_900445995
2297,,"DSM 1635, ATCC 19146, CCUG 24715, LMG 10743, CCM 4623, PCI 818, JCM 2428, CECT 313, CGMCC 1.8867, CIP 103020, IFO 14213, NBRC 14213, NCIMB 11091",0,"Brevundimonas diminuta",GCA_006539485
160342,LVF2,"DSM 112305, CCUG 74983, LMG 32097",0,"Brevundimonas goettingensis",GCA_017487405
2322,,"DSM 24448, CCUG 58273, LMG 25346, MCS 24",1,"Brevundimonas halotolerans",GCA_014199165
2319,DS-18,"DSM 23960, JCM 14602, KCTC 12871",1,"Brevundimonas lenta",GCA_014196335
166488,NS26,"CGMCC 1.13680, NBRC 113554",1,"Brevundimonas lutea",GCA_003704105
2311,V4.30.10,"DSM 14878, CIP 107934, LMG 21911",1,"Brevundimonas mediterranea",GCA_014196125
2320,BIO-TAS2-2,"DSM 23858, CCUG 57609, KCTC 22631",1,"Brevundimonas naejangsanensis",GCA_000421705
2310,W1-2B,"DSM 14572, GTC 1043, JCM 11415, CGMCC 1.7035, CIP 108442, KCTC 12493",1,"Brevundimonas nasdae",GCA_016654005
160215,LVF1,"DSM 112304, CCUG 74982, LMG 32096",0,"Brevundimonas pondensis",GCA_017487345
131662,Root1279,"DSM 102384",0,"Brevundimonas sp.",GCA_001425945
131663,Root608,"DSM 102388",0,"Brevundimonas sp.",GCA_001427825
131664,Leaf280,"DSM 102582",0,"Brevundimonas sp.",GCA_001422455
131665,Leaf363,"DSM 102583",0,"Brevundimonas sp.",GCA_001424025
2305,,"DSM 4735, ATCC 15264, CCUG 48879, CIP 106453, LMG 14903, CB 81, IFO 16000, VKM B-1503",1,"Brevundimonas subvibrioides",GCA_000144605
2313,KSL-145,"DSM 17329, JCM 13476, KCTC 12481, CIP 109492",1,"Brevundimonas terrae",GCA_011761985
135770,,"CIP 63.38, ATCC 14736, NCTC 9239, LMG 1798, LMG 2337",0,"Brevundimonas vancanneytii",GCA_901421975
2306,,"CCUG 48882, CIP 106445, DSM 4737, ATCC 15255, CB 17",1,"Brevundimonas variabilis",GCA_014199945
2302,"13alt, Kosako 85012, Otto A117","DSM 7233, ATCC 11426, CCEB 857, CCM 3398, CCUG 2032, CECT 327, IAM 12105, JCM 1477, NCMB 1945, NCTC 10900, Stanier 500, BCRC 11012, CGMCC 1.7034, CIP 101035, DSM 7226, IFO 12165, LMG 2350, NBRC 12165, NCIMB 1945, VKM B-974, VTT E-981070",1,"Brevundimonas vesicularis",GCA_001592205
133756,F3,"CGMCC 1.10683, JCM 17426",1,"Brevundimonas viscosa",GCA_900116065
132655,ErySL,"DSM 28867, JCM 30190",1,"Breznakia blatticola",GCA_004365815
3772,XM3,"DSM 6779, ATCC 51429, KCTC 15201",1,"Breznakibacter xylanolyticus",GCA_003254275
6867,"SW 26","DSM 20171, ATCC 11509, NCDO 1676, NCIB 10018, WDCM 00071, CCUG 35132, CCM 4769",1,"Brochothrix thermosphacta",GCA_000525935
,,,,,GCA_000620985
,,,,,GCA_001715655
23331,Kam1851,"DSM 22653, VKM B-2685",1,"Brockia lithotrophica",GCA_003633725
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,"Brooklawnia cerclae",GCA_011758645
1897,CA-34,"DSM 22292, CCUG 57879",1,"Brucella ciceri",GCA_012103155
22940,MJ11,"DSM 26944, JCM 16234, KCTC 22458",1,"Brucella daejeonensis",GCA_012103095
,,,,,GCA_014199265
140163,,"DSM 29930, CGMCC 1.15082, KCTC 42485, EGI 60010",1,"Brucella endophytica",GCA_014640615
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,"Brucella grignonensis",GCA_002252505
,,,,,GCA_012103085
1893,,"DSM 22355, CCUG 38531, CIP 109452",1,"Brucella haematophila",GCA_005938105
,,,,,GCA_012103105
133528,"CPAM 6436, BO1","BCCN 09-01",1,"Brucella inopinata",GCA_000182725
1888,,"DSM 17986, CIP 105838, LMG 3301, NCTC 12171, CCUG 24694, CNS 2-75",1,"Brucella intermedia",GCA_000182645
,,,,,GCA_012103055
,,,,,GCA_900454225
134306,,"BCCN 07-01, CAPM 6434, CCM 4915",1,"Brucella microti",GCA_000022745
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,"Brucella oryzae",GCA_012103035
1899,08RB2639,"DSM 23868, CCM 7822, CCUG 60088",1,"Brucella pecoris",GCA_006376675
,,,,,GCA_012395285
,,,,,GCA_014197065
1896,,"DSM 22207, CCUG 50899",1,"Brucella pituitosa",GCA_003049685
,,,,,GCA_008801705
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,"Brucella pseudogrignonensis",GCA_002252525
,,,,,GCA_012395205
1894,PR17,"DSM 19824, CCM 7493, CCUG 55411",1,"Brucella rhizosphaerae",GCA_002252475
1895,AK220,"DSM 7216, CCM 7492, CCUG 55412",1,"Brucella thiophenivorans",GCA_002252445
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,"Brucella tritici",GCA_008932295
,,,,,GCA_012395245
132528,F60,"DSM 101715, BCCN 09-2",1,"Brucella vulpis",GCA_900000005
140708,N62,"KCTC 42589, MCCC 1H00117",1,"Brumimicrobium aurantiacum",GCA_003402975
133865,YH207,"KCCM 42331, JCM 14063",1,"Brumimicrobium mesophilum",GCA_003025005
159793,LHR20,"KCTC 62372T, MCCC 1H00247",1,"Brumimicrobium salinarum",GCA_002844555
141,,"DSM 22489, LMG 25276, SN 10",1,"Bryocella elongata",GCA_900108185
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9",1,"Buchananella hordeovulneris",GCA_001907235
4310,"20186HG01, M350, Eb 13/82","DSM 5075, ATCC 35567, CNCTC 20186",1,"Budvicia aquatica",GCA_000427805
22996,D9,"DSM 21983, CCM 7845",1,"Budvicia diplopodorum",GCA_009800925
5365,W1219,"DSM 13220, ATCC BAA 170, CIP 108362",1,"Bulleidia extructa",GCA_000177375
159029,NM-380-WT-3C1,"DSM 105750, JCM 34393",0,"Bullifex porci",GCA_009695635
1945,"J2863, W92B","ATCC BAA 698, CIP 108228, DSM 16086, CCUG 46047, LMG 20980",1,"Burkholderia anthina",GCA_016836725
,,,,,GCA_902498995
,,,,,GCA_902830395
1983,ES0263A,"DSM 23435, CCUG 54561, LMG 24066",1,"Burkholderia arboris",GCA_902499125
139826,89,"DSM 103188, BR 10601",0,"Burkholderia catarinensis",GCA_001883705
1952,CF5610,"CIP 108255, DSM 16553, ATCC BAA 245, CCM 4899, CCUG 48434, LMG 16656, NCTC 13227",1,"Burkholderia cenocepacia",GCA_900446215
147719,,"CCUG 34078, NCTC 13010, LMG 12614",0,"Burkholderia cenocepacia",GCA_900446165
1906,717,"DSM 7288, ATCC 25416, DSM 9897, ICPB PC25, NCTC 10743, JCM 5964, BCRC 13208, CCUG 12691, CCUG 13226, CECT 4137, CGMCC 1.1813, CGMCC 1.3393, CIP 80.24, IFO 14074, KCTC 2966, LMG 1222, NBRC 14074, NRRL B-14810, VTT E-94512",1,"Burkholderia cepacia",GCA_000473485
,,,,,GCA_001411495
,,,,,GCA_001528845
,,,,,GCA_003546465
,,,,,GCA_006094315
,,,,,GCA_900446175
1909,B-175,"DSM 50180, ATCC 17770, NCIB 9089, CCUG 2858, LMG 6993",0,"Burkholderia cepacia",GCA_902499145
1910,8,"DSM 50181, ATCC 17759, ICPB 2745-382, NCIB 9085, JCM 2799, AJ 2404, CCUG 18838, CCUG 2855, CECT 322, KCTC 2504, LMG 1275, LMG 2161, NCIMB 9085, NCTC 10661",0,"Burkholderia cepacia",GCA_002906895
,,,,,GCA_900446185
1989,J2956,"DSM 22706, CCUG 55526, LMG 23361",1,"Burkholderia contaminans",GCA_000987075
,,,,,GCA_001758385
1984,"AU1075, O85","DSM 23434, CCUG 54558, LMG 24065",1,"Burkholderia diffusa",GCA_008802145
,,,,,GCA_016836765
,,,,,GCA_902499115
1947,"AU0645, R-5670","DSM 16088, CCUG 47727, LMG 18943",1,"Burkholderia dolosa",GCA_902499135
1911,,"DSM 4285, ATCC 10248, CIP 105410, ICPB PM 107, IFO 13700, NBRC 13700, NCPPB 1891, NRRL B-793, PDDCC 3950, CCUG 1782, LMG 2216",1,"Burkholderia gladioli",GCA_000739755
,,,,,GCA_000959725
1919,"MD1, P1-22-1","DSM 9512, ATCC 33617, DSM 7169, NCPPB 2981, PDDCC 3655, CCUG 20835, LMG 2196",1,"Burkholderia glumae",GCA_000300755
,,,,,GCA_000960995
,,,,,GCA_902832765
1990,383,"DSM 23089, ATCC 17760, CCUG 55525, LMG 22485",1,"Burkholderia lata",GCA_000012945
141543,,"CCUG 2857, NCPPB 1961, ATCC 17769, LMG 6992",0,"Burkholderia lata",GCA_902500455
154612,,"CCUG 54572, NRRL B-2320, ATCC 17460, LMG 6863",0,"Burkholderia lata",GCA_902499055
1985,,"DSM 23436, CCUG 54555, LMG 24064, FIRENZE 3",1,"Burkholderia latens",GCA_008802135
,,,,,GCA_902499045
1986,AU0553,"DSM 23519, CCUG 54567, LMG 24068",1,"Burkholderia metallica",GCA_902499065
,,,,,GCA_902832845
1941,"Cepa 002","DSM 13243, CIP 105495, LMG 13010, NCTC 13007, CCUG 34080, CCM 4863",1,"Burkholderia multivorans",GCA_900446205
149192,,"CCUG 37245, ATCC 17616, LMG 17588",0,"Burkholderia multivorans",GCA_000010545
,,,,,GCA_000018505
1974,C6786,"DSM 21774, CCUG 51349, CIP 110344, LMG 23618, NCTC 13387",1,"Burkholderia oklahomensis",GCA_000170375
,,,,,GCA_000959365
,,,,,GCA_001522135
,,,,,GCA_900608545
,,,,,GCA_902829515
132723,"MSh1, MSh1T","DSM 100703, MCCC 1K01245",1,"Burkholderia paludis",GCA_000732615
1917,"AZ 8201","DSM 9509, ATCC 43733, ICMP 9424, JCM 5492, LMG 9035, CCUG 23368, NIAES 1723, CIP 105769, KACC 10679, KCTC 2972, NBRC 104884, NCCB 95038, NCPPB 3590",1,"Burkholderia plantarii",GCA_001411805
,,,,,GCA_902832905
132920,"LiPuma AU3207, Vandamme R-48990","DSM 105103, CCUG 62895, LMG 26883",1,"Burkholderia pseudomultivorans",GCA_902499075
139753,"HST 245","DSM 103137, LMG 29660, Campa 1040",1,"Burkholderia puraquae",GCA_902859845
1938,2327,"DSM 10685, ATCC 15958, CCUG 41877, NCIMB 13695, LMG 14191",1,"Burkholderia pyrrocinia",GCA_001028665
,,,,,GCA_902832895
1987,AU0475,"DSM 23518, CCUG 54564, LMG 24067",1,"Burkholderia seminalis",GCA_902499165
,,,,,GCA_902832885
156823,,"CCUG 65685, LMG 28154",1,"Burkholderia singularis",GCA_900176645
131666,A9,"DSM 101989",0,"Burkholderia sp.",GCA_000801975
132724,Leaf177,"DSM 102584",0,"Burkholderia sp.",GCA_001424345
156824,"MSMB050, FC1737, R-52236","CCUG 65686, LMG 28156, DSM 107635",1,"Burkholderia stagnalis",GCA_008802125
,,,,,GCA_902499155
,,,,,GCA_902830275
156825,"MSMB110, R-52241","CCUG 65687, LMG 28158, DSM 107636, CCUG 6568",1,"Burkholderia territorii",GCA_008802115
,,,,,GCA_016836745
,,,,,GCA_902499035
,,,,,GCA_902833055
1942,E264,"CCUG 48851, CIP 106301, DSM 13276, ATCC 700388",1,"Burkholderia thailandensis",GCA_000012365
,,,,,GCA_000152285
,,,,,GCA_003568605
1964,"EY 3383","DSM 17311, CCUG 48852, CIP 107078, NCTC 13147, LMG 20358",1,"Burkholderia ubonensis",GCA_902499185
,,,,,GCA_902833085
1939,TVV75,"CCUG 34169, DSM 11319, LMG 10929, JCM 10562, ATCC BAA 248, CCM 4901, CIP 105875, KCTC 2974, NCIMB 13446",1,"Burkholderia vietnamiensis",GCA_000959445
,,,,,GCA_902830295
1929,"G4, R1808","DSM 11737, ATCC 53617",0,"Burkholderia vietnamiensis",GCA_000016205
4311,Gavini-F-44,"DSM 4586, ATCC 33320, CIP 80.31, CCUG 11756, CIP 80-31, CUETM 77.167, JCM 1090, BCRC 12221, CUETM 77-167, LMG 7861, NCTC 12119",1,"Buttiauxella agrestis",GCA_000735355
,,,,,GCA_900446255
4312,S3/6-333,"DSM 9389",0,"Buttiauxella agrestis",GCA_013234275
4316,S1/6-571,"DSM 9396, ATCC 51605, CCM 4876, CCUG 35509, CIP 106477",1,"Buttiauxella brennerae",GCA_001654925
4313,,"DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507",1,"Buttiauxella ferragutiae",GCA_001654915
4314,S1/1-984,"CCUG 35508, DSM 9393, ATCC 51604, CCM 4875",1,"Buttiauxella gaviniae",GCA_001654835
4317,S3/2-161,"CCUG 35510, DSM 9397, ATCC 51606, CCM 4877",1,"Buttiauxella izardii",GCA_003601925
4318,"EG 59-like NSW 11","DSM 9401, ATCC 51607, CCUG 35511, CCM 4864",1,"Buttiauxella noackiae",GCA_001654865
156909,,"CCUG 66741",0,"Scandinavium goeteborgense",GCA_003935895
4319,"EG 59-like NSW 326","CCUG 35512, DSM 9404, ATCC 51608, CCM 4878",1,"Buttiauxella warmboldiae",GCA_003818135
24842,Marburg,"DSM 3468, ATCC 33266",0,"Butyribacterium methylotrophicum",GCA_001753695
132645,KS-2,"DSM 100989, JCM 31056, YIT 12789",1,"Butyricicoccus faecihominis",GCA_014648015
,,,,,GCA_016586375
158361,BB10,"DSM 104997, ATCC TSD-102",1,"Butyricicoccus porcorum",GCA_002157465
2871,25-3,"DSM 23266, CCUG 55265, LMG 24109",1,"Butyricicoccus pullicaecorum",GCA_900167005
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,"Butyricimonas faecalis",GCA_003991565
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,"Butyricimonas faecihominis",GCA_008830385
,,,,,GCA_014196975
,,,,,GCA_014647335
140074,214-4,"DSM 105722, CCUG 65563, JCM 18677",1,"Butyricimonas paravirosa",GCA_011927845
,,,,,GCA_014647355
12522,MT01,"DSM 23225, CCUG 56610, JCM 15148, KCTC 15147",1,"Butyricimonas synergistica",GCA_000379665
12523,MT12,"DSM 23226, CCUG 56611, JCM 15149, KCTC 15148",1,"Butyricimonas virosa",GCA_000519105
6341,T9-40A,"DSM 2876, ATCC 29175",1,"Butyrivibrio crossotus",GCA_000156015
6342,D1,"DSM 3071, ATCC 19171, CCUG 35459, JCM 6563, NCIMB 702221",1,"Butyrivibrio fibrisolvens",GCA_900129945
6351,"JK 615","DSM 14810, ATCC BAA 456",1,"Butyrivibrio hungatei",GCA_900143205
140655,B316,"ATCC 51982",1,"Butyrivibrio proteoclasticus",GCA_000145035
12492,"By c2","DSM 14553, JCM 12614, CIP 108850",1,"Byssovorax cruenta",GCA_001312805
166365,Pla144,"DSM 104841, VKM B-3442",1,"Bythopirellula polymerisocia",GCA_007860015
141015,,"CCUG 68405, LMG 29324",1,"Caballeronia arationis",GCA_001544975
141016,,"LMG 29317, CCUG 68412",1,"Caballeronia arvi",GCA_001544695
141017,,"LMG 29321, CCUG 68408",1,"Caballeronia calidae",GCA_900044055
141018,,"LMG 29318, CCUG 68411",1,"Caballeronia catudaia",GCA_001544755
156584,,"CCUG 63063, LMG 22940",1,"Caballeronia choica",GCA_001544535
141019,,"LMG 29315, CCUG 68414",1,"Caballeronia concitans",GCA_001544615
156716,,"CCUG 64368, LMG 27620",1,"Caballeronia cordobensis",GCA_001278535
,,,,,GCA_001544575
141020,,"LMG 29320, CCUG 68409",1,"Caballeronia fortuita",GCA_001544835
1915,"N 15","DSM 50014, ATCC 29195, CIP 105421, CCUG 7431, CCM 2742, LMG 14190, JCM 10563, BCRC 13900, CFBP 4791, KCTC 2968",1,"Caballeronia glathei",GCA_000698595
,,,,,GCA_000751215
141021,,"LMG 29325, CCUG 68404",1,"Caballeronia glebae",GCA_001545035
22942,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1,"Caballeronia grimmiae",GCA_000698555
,,,,,GCA_014636375
133975,,"CCUG 63059, LMG 22934",1,"Caballeronia humi",GCA_001544475
141022,,"LMG 29322, CCUG 68407",1,"Caballeronia hypogeia",GCA_001544875
159714,RPE64,"NCIMB 15023, JCM 31142",1,"Caballeronia insecticola",GCA_000402035
131318,JC2949,"DSM 100850, JCM 19905, KACC 17925",1,"Caballeronia megalochromosomata",GCA_001580565
158310,PML1(12),"DSM 104028, LMG 2991",0,"Caballeronia mineralivorans",GCA_001028175
141023,,"LMG 29323, CCUG 68406",1,"Caballeronia pedi",GCA_001544915
141024,,"LMG 29314, CCUG 68415",1,"Caballeronia peredens",GCA_001544595
141025,,"LMG 29326, CCUG 68403",1,"Caballeronia ptereochthonis",GCA_001545075
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,"Caballeronia sordidicola",GCA_001544455
133976,,"CCUG 63060, LMG 22936",1,"Caballeronia telluris",GCA_001544495
141026,,"LMG 29319, CCUG 68410",1,"Caballeronia temeraria",GCA_001544795
133974,,"CCUG 63062, LMG 22937",1,"Caballeronia terrestris",GCA_001544515
141027,,"LMG 29316, CCUG 68413",1,"Caballeronia turbans",GCA_001544655
156583,,"CCUG 63061, LMG 27134",1,"Caballeronia udeis",GCA_001544555
23817,OP-1,"DSM 28073, CCTCC AB 2010354, KCTC 23300",1,"Caballeronia zhejiangensis",GCA_000698575
132575,B157,"DSM 101100, NBRC 111400",1,"Caenibacillus caldisaponilyticus",GCA_002003465
14151,ARi-1,"DSM 16702, ATCC BAA 531, IFO 16725, JCM 11434, NBRC 16725, CCUG 56307, CIP 107959, KCTC 12110",1,"Caenibius tardaugens",GCA_000466945
,,,,,GCA_003860345
3027,EMB320,"DSM 17982, KCTC 12616",1,"Caenimonas koreensis",GCA_009646335
133755,AK4,"MTCC 10963, JCM 17360",1,"Caenispirillum salinarum",GCA_000315795
1222,AM-001,"DSM 16130, JCM 10596, CIP 109019",1,"Caldalkalibacillus mannanilyticus",GCA_000615945
134179,HA6,"CGMCC 1.4242, JCM 13486",1,"Caldalkalibacillus thermarum",GCA_014644735
16794,7858,"DSM 13054, CNCM I-2383",1,"Caldanaerobacter subterraneus",GCA_004345675
16796,MB4,"DSM 15242, CGMCC AS 1.2430, JCM 11007, CGMCC 1.2430, NBRC 100824",1,"Caldanaerobacter subterraneus subsp. tengcongensis",GCA_000007085
16793,KB-1,"DSM 13777, KFCC 11116",1,"Caldanaerobacter subterraneus subsp. yonseiensis",GCA_000473865
16851,JW/YJL-F3,"DSM 17918, ATCC BAA 1278",1,"Caldanaerobius fijiensis",GCA_900129075
24650,KMTHCJ,"DSM 13641",1,"Caldanaerobius polysaccharolyticus",GCA_000427425
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA 1454",1,"Caldanaerovirga acetigignens",GCA_900142995
24651,KKC1,"DSM 26464, NBRC 109353",1,"Calderihabitans maritimus",GCA_002207765
1324,Tf,"DSM 16016",1,"Caldibacillus debilis",GCA_000383875
132132,GB1,"DSM 29516",0,"Caldibacillus debilis",GCA_003627895
160016,P1,"DSM 107529",1,"Caldibacillus pasinlerensis",GCA_009996845
18023,X6B,"DSM 7040, ATCC BAA 1149",1,"Caldicellulosiruptor acetigenus",GCA_000421725
18022,Z-1320,"DSM 6725, ATCC BAA 1888, KCTC 15123, KCTC 4509, KCTC 4512",1,"Caldicellulosiruptor bescii",GCA_000022325
130816,CBS-Z,"DSM 26941, CGMCC 1.5180",1,"Caldicellulosiruptor changbaiensis",GCA_003999255
18028,108,"DSM 18901, VKM B-2411",1,"Caldicellulosiruptor hydrothermalis",GCA_000166355
18029,2002,"DSM 18902, VKM B-2412",1,"Caldicellulosiruptor kronotskyensis",GCA_000166775
140656,OB47,"ATCC BAA 2073, JCM 16842",1,"Caldicellulosiruptor obsidiansis",GCA_000145215
18027,OL,"DSM 13100, ATCC 700167",1,"Caldicellulosiruptor owensensis",GCA_000166335
18025,"Tp 8T.6.3.3.1.","DSM 8903, ATCC 43494",1,"Caldicellulosiruptor saccharolyticus",GCA_000016545
1579,"St. T","DSM 20678, JCM 30420",1,"Acetomicrobium faecale",GCA_900115765
23443,D2C22,"DSM 24605, JCM 17646",1,"Caldicoprobacter guelmensis",GCA_016908415
17632,STL-6-01,"DSM 14535, JCM 11387, NBRC 104270",1,"Caldilinea aerophila",GCA_000281175
132490,TF1,"DSM 29380, NBRC 110713",1,"Caldimicrobium thiodismutans",GCA_001548275
130252,"L21-TYG-TH, L21-TH-D2","DSM 26826, JCM 18664",1,"Caldisalinibacter kiritimatiensis",GCA_000387765
17798,AZM16c01,"DSM 21853, NBRC 104410",1,"Caldisericum exile",GCA_000284335
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,"Caldisphaera lagunensis",GCA_000317795
1562,YMO81,"DSM 45223, ATCC BAA 1462, JCM 14719, FERM P-18598",1,"Calditerricola satsumensis",GCA_001311905
,,,,,GCA_014646935
3846,Yu37-1,"DSM 19672, NBRC 101217",1,"Calditerrivibrio nitroreducens",GCA_000183405
18090,LF13,"DSM 13497, VKM B-2286",1,"Caldithrix abyssi",GCA_000241815
,,,,,GCA_001886815
17023,"MCC-UPLP 1200, IC-167","DSM 13496, ANMR 0178, ATCC 700844, JCM 10307, MCC-UPLB 1200",1,"Caldivirga maquilingensis",GCA_000018305
158567,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1,"Caldovatus sediminis",GCA_014644455
159996,P2,"DSM 107530",1,"Calidifontibacillus erzurumensis",GCA_013303125
3934,"PC IW-02, PC IW02","DSM 22967, JCM 16038, MTCC 8338, NBRC 109629",1,"Calidifontibacter indicus",GCA_003386865
16704,ALT-8,"DSM 9957",1,"Calidithermus chliarophilus",GCA_000430045
132336,,"DSM 29972, KCTC 42495, NBRC 110900, YIM 71031, JCM 30647",1,"Calidithermus roseus",GCA_003574095
24638,,"DSM 26712, CCTCC AB 2012942, YIM 77755",1,"Calidithermus terrae",GCA_003574345
16707,SPS-243,"DSM 17022, CIP 108604, LMG 22897, NBRC 103207",1,"Calidithermus timidus",GCA_000373205
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,"Caloramator australicus",GCA_000297115
2518,Rt4-B1,"DSM 5463, ATCC 43204, KCTC 15126",1,"Clostridium fervidum",GCA_900108045
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,"Caloramator mitchellensis",GCA_001440545
2519,U,"DSM 10124",1,"Caloramator proteoclasticus",GCA_900129265
2526,MV1087,"DSM 13643, CNCM I-2543",1,"Caloranaerobacter azorensis",GCA_900129995
131350,DY22619,"DSM 27799, JCM 19467, MCCC 1A06455",1,"Caloranaerobacter ferrireducens",GCA_001730685
